"Key","Item Type","Publication Year","Author","Title","Publication Title","ISBN","ISSN","DOI","Url","Abstract Note","Date","Date Added","Date Modified","Access Date","Pages","Num Pages","Issue","Volume","Number Of Volumes","Journal Abbreviation","Short Title","Series","Series Number","Series Text","Series Title","Publisher","Place","Language","Rights","Type","Archive","Archive Location","Library Catalog","Call Number","Extra","Notes","File Attachments","Link Attachments","Manual Tags","Automatic Tags","Editor","Series Editor","Translator","Contributor","Attorney Agent","Book Author","Cast Member","Commenter","Composer","Cosponsor","Counsel","Interviewer","Producer","Recipient","Reviewed Author","Scriptwriter","Words By","Guest","Number","Edition","Running Time","Scale","Medium","Artwork Size","Filing Date","Application Number","Assignee","Issuing Authority","Country","Meeting Name","Conference Name","Court","References","Reporter","Legal Status","Priority Numbers","Programming Language","Version","System","Code","Code Number","Section","Session","Committee","History","Legislative Body"
"DYS2ZXE8","journalArticle","2018","López-López, Wilson; Rincón-Unigarro, Camilo; Correa-Chica, Andrea; García-Revelo, Daniel Alejandro","Repertorio socio-psicológico del conflicto colombiano en el discurso presidencial de Juan Manuel Santos","Revista Interamericana de Psicología","","","","https://journal.sipsych.org/index.php/IJP/article/view/491/pdf","","2018","2022-06-04 15:09:06","2022-06-04 15:10:13","","236-248","","2","52","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"LWVDSZI4","journalArticle","2018","Morgado-Gallardo, Katherine; Salas, Gonzalo; Faúndez, María José; López-López, Wilson; Ventura-León, José; Barboza-Palomino, Miguel; Caycho-Rodríguez, Tomás; Nuñez-Araya, Génesis; Guerra-Labbé, Luisa","25 años de Suma Psicológica. Un análisis bibliométrico","Suma Psicológica","","","10.14349/sumapsi.2018.v25.n2.1","http://editorial.konradlorenz.edu.co/2018/08/veinticinco-anos-suma-psicologica-un-analisis-bibliometrico.html","","2018-11-30","2022-06-04 15:11:01","2022-06-04 15:11:01","2022-06-04 15:11:01","","","1","25","","Sumapsi","","","","","","","","","","","","","DOI.org (Crossref)","","","","C:\Users\Luis\Zotero\storage\R6CLDM6E\Morgado-Gallardo et al. - 2018 - 25 años de Suma Psicológica. Un análisis bibliomét.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"STSKGRZD","journalArticle","2018","Muñoz-Onofre, Darío; Muñoz-Onofre, Darío","Racionalidades de gobierno en medio y a través de la guerra reciente en Colombia","Universitas Humanística","","2011-2734, 0120-4807","10.11144/Javeriana.uh85.rgmg","http://revistas.javeriana.edu.co/index.php/univhumanistica/article/view/22491","Los resultados de investigación que presento en este artículo remiten al análisis de cuatro racionalidades de gobierno que se desplegaron en Colombia con la radicalización de la guerra en 2002 y durante el resto de la década: polarizar el conflicto, garantizar la soberanía, gestionar una población favorable a la guerra y asegurar la inversión transnacional. A partir de un heterogéneo archivo de prácticas históricas, que no se centran exclusivamente en el Estado, reconozco los mecanismos de normalización de la guerra y de gestión de su aceptabilidad en la opinión pública, como una singular forma de gobierno. Finalmente, sitúo los alcances de este análisis y propongo algunos de los desafíos que actualmente enfrentamos en el país para avanzar en la finalización definitiva de la guerra.","2018-06-29","2022-06-04 15:11:26","2022-06-04 15:11:26","2022-06-04 15:11:26","","","85","85","","univ.humanist.","","","","","","","","","","","","","DOI.org (Crossref)","","","","C:\Users\Luis\Zotero\storage\VQKUXHYJ\Muñoz-Onofre y Muñoz-Onofre - 2018 - Racionalidades de gobierno en medio y a través de .pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"E9CYWFWJ","journalArticle","2018","Pavajeau Delgado, Carol","Migración y movilidad académica de mujeres colombianas cualificadas, transnacionalización de los afectos y asuntos de intimidad","Sociedad y Economía","","2389-9050, 1657-6357","10.25100/sye.v0i34.5646","http://sociedadyeconomia.univalle.edu.co/index.php/sociedad_y_economia/article/view/5646","Este artículo pretende visibilizar los asuntos afectivos al interior de la migración y de la movilidad trasnacional femenina calificada. Se analiza desde un enfoque cualitativo el proceso de transnacionalización de los afectos a la luz de dos grupos diferentes de mujeres colombianas: el primero con siete mujeres que migraron sur-norte para conformar una unión binacional con personas del norte global. El segundo, con siete mujeres que optaron por una movilidad académica sur-sur en pareja o familia al Brasil. En ambos casos, el análisis hace énfasis en las negociaciones sobre cuestiones de afectos, dinero y carrera profesional que ellas entablan consigo mismas y con sus parejas antes y durante la migración/movilidad; también se pone especial atención a cómo estos asuntos referidos a la intimidad se interrelacionan con aspectos globales como las políticas migratorias para las primeras y las políticas científicas para las segundas. Adicionalmente, se develan importantes marcos de agencia femenina en relación con las limitaciones globales, nacionales y personales que afrontan.","2018-04-30","2022-06-04 15:12:16","2022-06-04 15:12:16","2022-06-04 15:12:16","","","","","","soc.eco","","","","","","","","","","","","","DOI.org (Crossref)","","","","C:\Users\Luis\Zotero\storage\GXHB6BD7\Pavajeau Delgado - 2018 - Migración y movilidad académica de mujeres colombi.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"AZQFJCPC","journalArticle","2018","Peña-Correal, Telmo","Kantor’s Interbehaviorism in Colombia","The Psychological Record","","","","https://link.springer.com/article/10.1007/s40732-018-0293-0","","2018","2022-06-04 15:12:49","2022-06-04 15:13:41","","279-283","","","68","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"742DISI3","journalArticle","2018","Villamil Barriga, Carlos Wilcen; Peña-Correal, Telmo Eduardo; Quiroga-Baquero, Luis Alberto","Efectos del contenido funcional de la instrucción sobre el desempeño en igualación a la muestra de segundo orden","Acta Colombiana de Psicología","","01239155","10.14718/ACP.2018.21.1.3","http://editorial.ucatolica.edu.co/ojsucatolica/revistas_ucatolica/index.php/acta-colombiana-psicologia/article/view/1392","","2018","2022-06-04 15:14:08","2022-06-04 15:14:08","2022-06-04 15:14:08","44-69","","","","","Act.Colom.Psicol.","","","","","","","","","","","","","DOI.org (Crossref)","","","","C:\Users\Luis\Zotero\storage\P6P9RUEC\Villamil Barriga et al. - 2018 - Efectos del contenido funcional de la instrucción .pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"42QSPFUR","journalArticle","2018","Gutiérrez Romero, Mario Fernando","Socioscientific Argumentation and Model-Based Reasoning: A Study on Mining Exploitation in Colombia","Universitas Psychologica","","2011-2777, 1657-9267","10.11144/Javeriana.upsy17-5.samb","https://revistas.javeriana.edu.co/index.php/revPsycho/article/view/22434","The primary objective of this article is to identify the mental models that represent a social-scientific problematic specific to high-school Colombian students. This is followed by the analysis of the argumentative schemes that these students may use to justify such models. By using a combined design, fifty two participants (52 people, 31 women and 21 men between the ages of 15 and 23; with education levels between high school and undergraduate degree) analyzed the possibility of implementing a mining exploitation project in a specific region of Colombia that is currently under the administrative control of one of Colombia’s native communities. The qualitative analysis showed the presence of 11 models for thinking about the given social-scientific problematic and a limited range of argumentation schemes (11); the quantitative analysis through ANOVAs (variance analysis) showed significant differences regarding the number of arguments per grade and the mental model. The results are discussed emphasizing the advantage that proceeds from exploring the students’ argumentative speech from a developmental-cognitive perspective with significant implications in the educational field.","2018-12-05","2022-06-04 15:15:19","2022-06-04 15:15:19","2022-06-04 15:15:19","1-12","","5","17","","Univ Psychol","Socioscientific Argumentation and Model-Based Reasoning","","","","","","","","","","","","DOI.org (Crossref)","","","","C:\Users\Luis\Zotero\storage\VNAHP93U\Gutiérrez Romero - 2018 - Socioscientific Argumentation and Model-Based Reas.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"N2XWQ7X2","journalArticle","2018","Garcés-Palacio, Isabel Cristina; Ramos-Jaraba, Sara Milena; Rubio-León, Diana Carolina","Health Beliefs Associated with the Follow-Up of Pap Smear Abnormalities Among Low-Income Women in Medellín, Colombia","Journal of Cancer Education","","0885-8195, 1543-0154","10.1007/s13187-017-1172-0","http://link.springer.com/10.1007/s13187-017-1172-0","","2018-04","2022-06-04 15:15:39","2022-06-04 15:15:39","2022-06-04 15:15:39","417-423","","2","33","","J Canc Educ","","","","","","","","en","","","","","DOI.org (Crossref)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PIPWB3GZ","journalArticle","2018","Visca, Jorge; Gallegos, Miguel; López-López, Wilson; Polanco, Roberto; Cervigni, Mauricio","Las publicaciones periódicas de psicología en Argentina: Revisión histórica y situación actual","Revista Argentina de Clínica Psicológica","","","","https://ri.conicet.gov.ar/bitstream/handle/11336/102412/CONICET_Digital_Nro.6bc0e1d9-afd3-42bc-9031-4b7e0bed1336_A.pdf?sequence=2&isAllowed=y","","2018","2022-06-04 15:16:57","2022-06-04 15:18:03","","478-491","","3","27","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Z9CEVC9L","journalArticle","2018","Woodhead, Zoe V J; Kerry, Sheila J; Aguilar, Oscar M; Ong, Yean-Hoon; Hogan, John S; Pappa, Katerina; Leff, Alex P; Crinion, Jennifer T","Randomized trial of iReadMore word reading training and brain stimulation in central alexia","Brain","","0006-8950, 1460-2156","10.1093/brain/awy138","https://academic.oup.com/brain/article/141/7/2127/5035882","","2018-07-01","2022-06-04 15:18:40","2022-06-04 15:18:40","2022-06-04 15:18:40","2127-2141","","7","141","","","","","","","","","","en","","","","","DOI.org (Crossref)","","","","C:\Users\Luis\Zotero\storage\WI7IWQ9N\Woodhead et al. - 2018 - Randomized trial of iReadMore word reading trainin.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"QN2CANRN","journalArticle","2017","Martínez-Martínez, A. M.; Aguilar, O. M.; Acevedo-Triana, César Andrés","Meta-Analysis of the Relationship between Deep Brain Stimulation in Patients with Parkinson’s Disease and Performance in Evaluation Tests for Executive Brain Functions","Parkinson's Disease","","2090-8083, 2042-0080","10.1155/2017/9641392","https://www.hindawi.com/journals/pd/2017/9641392/","Parkinson’s disease (PD) is a neurodegenerative condition, which compromises the motor functions and causes the alteration of some executive brain functions. The presence of changes in cognitive symptoms in PD could be due to the procedure of deep brain stimulation (DBS). We searched in several databases for studies that compared performance in executive function tests before and after the DBS procedure in PE and then performed a meta-analysis. After the initial search, there were 15 articles that specifically evaluated the functions of verbal fluency, working memory, cognitive flexibility, abstract thinking, and inhibition. It was found that there were differences in the evaluation of the cognitive functions in terms of the protocols, which generated heterogeneity in the results of the meta-analysis. Likewise, a tendency to diminish functions like verbal fluency and inhibition was found, being this consistent with similar studies. In the other functions evaluated, no difference was found between pre- and postsurgery scores. Monitoring of this type of function is recommended after the procedure.","2017","2022-06-04 15:19:13","2022-06-04 16:22:35","2022-06-04 15:19:13","1-16","","","2017","","Parkinson's Disease","","","","","","","","en","","","","","DOI.org (Crossref)","","","","C:\Users\Luis\Zotero\storage\DUPPW7RM\Martínez-Martínez et al. - 2017 - Meta-Analysis of the Relationship between Deep Bra.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"9FU876A3","journalArticle","2017","Carranza Esteban, Renzo Felipe; Bermúdez-Jaimes, Milton Eduardo","Análisis psicométrico de la Escala de Autoconcepto AF5 de García y Musitu en estudiantes universitarios de Tarapoto (Perú)","Interdisciplinaria Revista de Psicología y Ciencias Afines","","","","https://www.redalyc.org/journal/180/18054403012/html/","","2017","2022-06-04 15:19:50","2022-06-04 16:00:59","","459.472","","2","34","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
